SSN,LotID,PanelID,Product,Config,ProcessDate,EqpID,Chamber,Slot,Recipe,Anneal_Temp,O2_Flow,Etch_Time,Pressure,RF_Power,Gas_Ratio,Thickness_Pre,CD_Pre
SSN2026000150,LOT0073,PNL00133,OLED_A,CFG_STD,2026-01-21,EQP01,CH4,12,RCP_C,520.48,86.34,60.33,1.3706,403.44,0.9764,719.64,52.629
SSN2026000151,LOT0024,PNL00013,OLED_A,CFG_HIGH,2026-02-25,EQP03,CH4,12,RCP_B,507.37,84.09,61.69,1.7949,478.66,1.0838,750.72,51.822
SSN2026000152,LOT0079,PNL00037,OLED_A,CFG_STD,2026-01-01,EQP04,CH1,7,RCP_A,487.02,84.85,52.15,1.7681,467.12,1.0325,732.4,50.406
SSN2026000153,LOT0025,PNL00417,OLED_A,CFG_STD,2026-02-25,EQP05,CH1,11,RCP_A,506.21,80.35,64.18,1.5398,408.12,1.0126,702.26,52.398
SSN2026000154,LOT0037,PNL00110,OLED_C,CFG_STD,2026-02-10,EQP03,CH2,8,RCP_A,490.34,76.39,64.2,1.8309,446.57,1.1255,734.34,51.651
SSN2026000155,LOT0057,PNL00162,OLED_A,CFG_STD,2026-03-03,EQP01,CH4,1,RCP_A,525.3,79.32,65.36,1.4384,448.55,0.8909,718.32,50.35
SSN2026000156,LOT0011,PNL00593,OLED_A,CFG_STD,2026-03-03,EQP05,CH4,9,RCP_A,505.01,68.53,61.65,1.3699,461.37,0.976,709.02,51.162
SSN2026000157,LOT0048,PNL00611,OLED_C,CFG_STD,2026-02-18,EQP03,CH1,1,RCP_A,502.57,88.74,63.5,1.4348,417.13,1.1286,707.53,54.186
SSN2026000158,LOT0043,PNL00587,OLED_A,CFG_LOW,2026-02-22,EQP03,,10,RCP_A,514.47,72.12,72.02,1.4937,407.61,1.1764,705.2,54.124
SSN2026000159,LOT0067,PNL00178,OLED_A,CFG_STD,2026-01-03,EQP04,CH1,5,RCP_C,483.92,80.26,58.34,1.7474,473.19,1.2129,725.63,51.857
SSN2026000160,LOT0085,PNL00434,OLED_A,CFG_LOW,2026-03-30,EQP02,CH3,2,RCP_B,492.37,87.18,54.25,1.5663,401.31,1.034,713.35,51.609
SSN2026000161,LOT0057,PNL00427,OLED_B,CFG_LOW,2026-01-07,EQP05,CH4,4,RCP_B,519.53,88.72,51.56,1.4968,446.86,1.0666,692.52,48.777
SSN2026000162,LOT0035,PNL00130,OLED_B,CFG_STD,2026-03-29,EQP01,CH2,9,RCP_A,487.41,67.8,69.66,1.4122,443.59,1.0954,691.36,54.767
SSN2026000163,LOT0035,PNL00387,OLED_A,CFG_HIGH,2026-03-29,EQP01,CH1,11,RCP_B,495.4,81.27,69.73,1.7368,450.69,1.132,717.34,53.469
SSN2026000164,LOT0036,PNL00368,OLED_C,CFG_HIGH,2026-03-06,EQP05,CH3,7,RCP_C,513.39,85.68,54.91,1.5897,463.85,1.055,720.29,52.929
SSN2026000165,LOT0070,PNL00277,OLED_C,CFG_HIGH,2026-03-09,EQP03,CH2,2,RCP_B,521.4,82.42,56.0,1.5417,510.95,1.1041,702.48,47.178
SSN2026000166,LOT0028,PNL00526,OLED_C,CFG_STD,2026-01-03,EQP05,CH4,11,RCP_B,492.94,92.75,58.22,1.3749,399.02,1.0668,682.83,51.578
SSN2026000167,LOT0015,PNL00474,OLED_A,CFG_STD,2026-03-27,EQP05,CH2,10,RCP_A,495.09,75.43,66.73,1.3846,485.68,1.0718,740.02,51.258
SSN2026000168,LOT0029,PNL00373,OLED_A,CFG_STD,2026-02-17,EQP05,CH4,5,RCP_A,490.54,65.61,52.92,1.7265,367.07,0.9565,734.93,52.797
SSN2026000169,LOT0002,PNL00508,OLED_C,CFG_HIGH,2026-01-31,EQP04,CH2,7,RCP_B,541.42,88.48,49.18,1.6827,503.78,1.0037,662.3,50.643
SSN2026000170,LOT0010,PNL00534,OLED_A,CFG_LOW,2026-03-02,EQP04,CH1,12,RCP_C,514.5,77.7,71.92,1.4779,383.5,0.9882,742.15,51.06
SSN2026000171,LOT0008,PNL00397,OLED_B,CFG_HIGH,2026-02-18,EQP04,CH2,5,RCP_A,498.27,67.93,,1.7443,540.27,0.9349,704.98,52.677
SSN2026000172,LOT0066,PNL00188,OLED_B,CFG_HIGH,2026-02-02,EQP04,CH1,1,RCP_A,514.22,80.73,62.5,1.755,441.36,0.8979,714.56,50.03
SSN2026000173,LOT0062,PNL00531,OLED_A,CFG_LOW,2026-01-29,EQP02,CH2,2,RCP_A,483.3,91.84,58.87,1.5157,500.16,0.9961,737.32,50.409
SSN2026000174,LOT0060,PNL00502,OLED_B,CFG_HIGH,2026-01-11,EQP05,CH3,8,RCP_A,494.24,71.89,62.56,1.5179,492.95,1.0089,749.66,51.867
SSN2026000175,LOT0040,PNL00688,OLED_C,CFG_STD,2026-03-23,EQP01,CH1,12,RCP_C,501.68,,51.67,1.4002,439.72,1.0384,734.07,54.043
SSN2026000176,LOT0061,PNL00105,OLED_B,CFG_LOW,2026-03-01,EQP03,CH1,9,RCP_B,520.24,,55.37,1.5658,442.41,1.0745,715.78,53.036
SSN2026000177,LOT0014,PNL00294,OLED_A,CFG_STD,2026-01-26,EQP02,CH1,8,RCP_A,503.44,82.7,60.58,1.3416,425.7,1.045,676.98,53.543
SSN2026000178,LOT0077,PNL00647,OLED_C,CFG_STD,2026-03-07,EQP04,CH1,4,RCP_A,508.97,72.25,47.51,1.3412,482.56,1.0094,661.37,51.62
SSN2026000179,LOT0043,PNL00360,OLED_B,CFG_STD,2026-03-04,EQP02,CH4,6,RCP_A,506.25,82.33,58.34,1.3133,440.18,0.9568,731.08,54.341
SSN2026000180,LOT0080,PNL00659,OLED_B,CFG_LOW,2026-01-13,EQP02,CH4,1,RCP_A,502.38,80.93,58.0,1.6501,426.34,1.1002,742.21,48.192
SSN2026000181,LOT0013,PNL00009,OLED_C,CFG_STD,2026-01-16,EQP05,CH1,5,RCP_B,508.26,70.08,58.34,1.4126,473.8,1.0219,690.45,55.342
SSN2026000182,LOT0043,PNL00025,OLED_B,CFG_STD,2026-01-21,EQP03,CH3,8,RCP_C,493.18,104.61,56.97,1.704,423.6,0.9953,703.53,55.588
SSN2026000183,LOT0060,PNL00557,OLED_A,CFG_STD,2026-01-10,EQP04,CH3,11,RCP_B,516.71,78.04,54.52,1.5124,443.49,1.0151,696.63,52.368
SSN2026000184,LOT0043,PNL00251,OLED_A,CFG_STD,2026-03-16,EQP05,CH4,12,RCP_A,511.57,78.04,49.98,1.7285,458.75,0.9714,695.99,53.081
SSN2026000185,LOT0038,PNL00364,OLED_A,CFG_STD,2026-01-15,EQP05,CH2,10,RCP_B,516.17,89.75,60.8,1.5562,432.51,0.9875,735.8,51.428
SSN2026000186,LOT0015,PNL00300,OLED_B,CFG_HIGH,2026-03-15,EQP02,CH2,1,RCP_B,494.14,96.51,58.35,1.4121,437.8,0.985,715.24,51.102
SSN2026000187,LOT0033,PNL00286,OLED_B,CFG_LOW,2026-02-17,EQP01,CH2,10,RCP_A,489.02,91.01,52.44,1.6741,508.72,1.007,704.5,50.339
SSN2026000188,LOT0021,PNL00657,OLED_B,CFG_STD,2026-01-11,EQP05,CH4,3,RCP_B,519.38,72.39,60.34,1.7682,447.85,1.0825,773.78,51.407
SSN2026000189,LOT0026,PNL00066,OLED_A,CFG_STD,2026-03-18,EQP02,CH3,8,RCP_B,536.55,83.71,58.38,1.4913,442.41,1.0626,675.57,
SSN2026000190,LOT0059,PNL00540,OLED_B,CFG_STD,2026-01-16,EQP04,CH2,12,RCP_C,502.44,66.95,,1.4302,448.87,1.1537,723.15,52.298
SSN2026000191,LOT0054,PNL00622,OLED_C,CFG_STD,2026-03-31,EQP04,CH1,11,RCP_A,498.41,89.21,48.14,1.4113,470.91,1.1269,684.82,55.275
SSN2026000192,LOT0052,PNL00460,OLED_A,CFG_STD,2026-01-02,EQP03,CH3,8,RCP_A,508.59,68.92,63.76,1.5055,418.81,1.1865,706.22,51.691
SSN2026000193,LOT0031,PNL00277,OLED_B,CFG_HIGH,2026-02-26,EQP01,CH4,4,RCP_B,494.81,75.57,53.22,1.6129,469.95,1.0747,713.57,48.671
SSN2026000194,LOT0082,PNL00112,OLED_B,CFG_HIGH,2026-01-29,EQP03,CH2,7,RCP_A,525.94,81.97,60.35,1.4778,463.95,1.0734,730.27,54.624
SSN2026000195,LOT0008,PNL00478,OLED_B,CFG_STD,2026-02-18,EQP01,CH3,9,RCP_A,507.99,85.56,55.55,1.3017,392.4,0.991,703.73,49.18
SSN2026000196,LOT0030,PNL00328,OLED_A,CFG_STD,2026-03-17,EQP02,CH2,7,RCP_B,502.29,79.91,57.86,1.5303,517.8,1.0961,701.19,50.437
SSN2026000197,LOT0011,PNL00105,OLED_B,CFG_STD,2026-03-12,EQP02,CH2,5,RCP_A,502.33,94.15,66.34,1.6044,506.13,0.9775,703.3,52.016
SSN2026000198,LOT0029,PNL00252,OLED_C,CFG_STD,2026-01-26,EQP03,CH2,5,RCP_A,496.57,87.79,62.92,1.4949,426.98,0.9124,684.08,52.293
SSN2026000199,LOT0082,PNL00673,OLED_B,CFG_LOW,2026-01-06,EQP01,CH4,8,RCP_C,520.99,87.16,66.22,,415.72,1.1521,725.18,48.754
SSN2026000200,LOT0032,PNL00186,OLED_C,CFG_HIGH,2026-01-26,EQP05,CH4,1,RCP_B,509.76,72.16,61.82,1.4883,462.98,0.9301,716.75,50.082
SSN2026000201,LOT0078,PNL00125,OLED_C,CFG_LOW,2026-03-14,EQP01,CH2,12,RCP_B,515.49,95.59,62.18,1.5268,405.09,1.0651,720.44,48.687
SSN2026000202,LOT0043,PNL00477,OLED_A,CFG_LOW,2026-02-16,EQP05,,2,RCP_B,522.18,75.58,,1.7691,502.75,0.9596,708.33,52.681
SSN2026000203,LOT0060,PNL00140,OLED_B,CFG_HIGH,2026-03-10,EQP02,CH2,12,RCP_A,493.15,95.9,58.25,1.3832,438.6,1.1201,705.37,53.748
SSN2026000204,LOT0039,PNL00644,OLED_B,CFG_LOW,2026-02-14,EQP03,CH1,1,RCP_A,508.1,98.18,58.76,1.6065,511.76,1.131,738.21,49.179
SSN2026000205,LOT0023,PNL00601,OLED_C,CFG_STD,2026-02-17,EQP05,CH2,7,RCP_B,517.39,86.1,66.73,1.6056,426.15,1.0723,734.52,53.392
SSN2026000206,LOT0065,PNL00688,OLED_A,CFG_STD,2026-01-06,EQP04,CH1,6,RCP_A,480.13,90.26,57.22,1.5494,451.07,1.1297,743.96,53.268
SSN2026000207,LOT0083,PNL00638,OLED_A,CFG_STD,2026-01-03,EQP01,CH2,7,RCP_A,509.04,57.34,61.46,1.4321,499.35,1.0306,718.94,50.248
SSN2026000208,LOT0023,PNL00171,OLED_C,CFG_STD,2026-03-05,EQP04,CH1,6,RCP_A,504.27,80.44,61.24,1.4778,443.69,1.2087,742.46,47.733
SSN2026000209,LOT0067,PNL00149,OLED_A,CFG_STD,2026-01-19,EQP03,CH2,11,RCP_C,502.08,90.82,66.37,1.4693,464.52,1.0897,700.01,49.465
SSN2026000210,LOT0023,PNL00240,OLED_B,CFG_STD,2026-02-02,EQP05,CH4,1,RCP_A,505.57,89.4,59.26,1.4575,493.24,0.958,705.18,50.369
SSN2026000211,LOT0061,PNL00329,OLED_A,CFG_HIGH,2026-02-03,EQP03,CH1,12,RCP_B,517.15,72.24,64.55,1.6398,435.54,1.0356,738.68,54.429
SSN2026000212,LOT0068,PNL00616,OLED_C,CFG_HIGH,2026-02-26,EQP05,CH3,9,RCP_A,526.4,79.65,50.62,1.5749,410.84,1.0178,730.24,51.275
SSN2026000213,LOT0039,PNL00513,OLED_C,CFG_HIGH,2026-03-26,EQP03,CH4,10,RCP_B,494.13,61.71,51.12,1.8607,403.95,1.01,703.03,49.587
SSN2026000214,LOT0063,PNL00451,OLED_A,CFG_STD,2026-03-10,EQP01,CH3,2,RCP_A,499.53,85.3,47.44,1.5534,475.42,0.8974,684.89,51.781
SSN2026000215,LOT0024,PNL00614,OLED_B,CFG_HIGH,2026-02-27,EQP03,CH1,1,RCP_A,515.67,66.93,64.32,1.2905,468.61,1.0609,705.1,49.039
SSN2026000216,LOT0007,PNL00452,OLED_A,CFG_STD,2026-03-17,EQP05,CH2,5,RCP_B,520.69,91.04,63.71,1.7396,492.16,0.9191,693.56,52.477
SSN2026000217,LOT0009,PNL00265,OLED_B,CFG_STD,2026-02-15,EQP01,CH3,4,RCP_B,520.35,91.46,64.93,1.5755,445.41,0.828,751.39,49.642
SSN2026000218,LOT0038,PNL00289,OLED_B,CFG_STD,2026-01-14,EQP02,CH2,10,RCP_A,549.06,78.21,56.27,1.7614,404.92,1.0025,728.24,49.918
SSN2026000219,LOT0077,PNL00362,OLED_C,CFG_STD,2026-02-13,EQP01,CH1,11,RCP_A,514.83,86.17,56.9,1.6965,372.65,0.9695,691.62,52.213
SSN2026000220,LOT0011,PNL00063,OLED_A,CFG_STD,2026-03-30,EQP05,CH2,6,RCP_A,523.1,80.26,59.33,1.4594,555.38,0.9611,684.92,54.825
SSN2026000221,LOT0039,PNL00519,OLED_A,CFG_HIGH,2026-03-12,EQP03,CH3,10,RCP_A,500.09,83.94,67.94,1.6066,473.44,0.7818,691.32,55.676
SSN2026000222,LOT0060,PNL00457,OLED_B,CFG_HIGH,2026-02-01,EQP04,CH2,1,RCP_B,497.11,72.82,69.32,1.5287,459.79,0.9619,696.59,49.524
SSN2026000223,LOT0018,PNL00512,OLED_B,CFG_HIGH,2026-01-30,EQP05,CH3,9,RCP_A,499.97,86.98,64.37,1.5203,464.75,1.0161,706.0,50.366
SSN2026000224,LOT0062,PNL00374,OLED_B,CFG_STD,2026-03-24,EQP05,CH1,2,RCP_B,524.39,68.87,61.82,1.6811,404.9,0.9793,736.75,52.48
SSN2026000225,LOT0027,PNL00548,OLED_A,CFG_HIGH,2026-01-09,EQP03,CH2,9,RCP_A,511.51,67.36,67.34,1.6536,427.18,1.061,686.8,53.721
SSN2026000226,LOT0069,PNL00664,OLED_A,CFG_HIGH,2026-03-25,EQP05,CH4,5,RCP_B,519.45,81.02,58.59,1.7074,516.02,1.1414,764.95,47.388
SSN2026000227,LOT0050,PNL00399,OLED_C,CFG_STD,2026-03-02,EQP03,CH1,5,RCP_A,501.57,80.31,57.85,1.529,478.04,1.0713,687.36,51.666
SSN2026000228,LOT0047,PNL00311,OLED_A,CFG_HIGH,2026-03-14,EQP05,CH3,4,RCP_A,499.02,84.18,59.29,,428.27,1.1121,676.18,50.574
SSN2026000229,LOT0016,PNL00074,OLED_A,CFG_STD,2026-01-30,EQP05,CH2,5,RCP_A,502.12,76.8,54.62,1.4762,412.06,1.1187,750.52,47.844
SSN2026000230,LOT0040,PNL00545,OLED_C,CFG_STD,2026-02-28,EQP02,CH2,11,RCP_C,511.59,97.09,59.04,1.2771,436.95,0.9485,741.71,48.959
SSN2026000231,LOT0073,PNL00632,OLED_A,CFG_STD,2026-01-30,EQP04,CH4,10,RCP_B,526.45,83.28,53.85,1.4302,443.96,1.0651,705.62,50.421
SSN2026000232,LOT0002,PNL00489,OLED_B,CFG_STD,2026-01-02,EQP04,CH2,5,RCP_C,,83.86,65.64,1.6469,526.72,1.1096,719.15,51.612
SSN2026000233,LOT0065,PNL00606,OLED_A,CFG_STD,2026-02-10,EQP04,CH1,4,RCP_A,517.2,83.58,62.99,1.5108,448.41,0.9951,719.76,53.415
SSN2026000234,LOT0042,PNL00602,OLED_C,CFG_STD,2026-03-30,EQP01,CH4,7,RCP_A,494.59,90.02,67.86,1.5391,413.37,0.9667,713.28,52.173
SSN2026000235,LOT0062,PNL00558,OLED_B,CFG_STD,2026-01-22,EQP03,CH3,9,RCP_A,512.5,86.61,51.04,1.4549,452.95,1.0724,678.88,53.3
SSN2026000236,LOT0057,PNL00352,OLED_C,CFG_LOW,2026-01-15,EQP01,CH3,3,RCP_A,501.93,85.54,70.46,1.4657,464.25,0.9115,650.43,51.551
SSN2026000237,LOT0037,PNL00070,OLED_A,CFG_STD,2026-03-24,EQP05,CH1,9,RCP_B,538.05,87.89,51.35,1.5055,410.18,0.943,689.73,50.161
SSN2026000238,LOT0027,PNL00003,OLED_B,CFG_STD,2026-03-23,EQP05,CH1,12,RCP_C,493.31,67.4,53.41,1.5265,469.08,0.9767,753.59,51.151
SSN2026000239,LOT0054,PNL00143,OLED_B,CFG_STD,2026-03-18,EQP03,CH3,11,RCP_B,515.86,67.71,56.59,1.5883,497.31,1.066,754.53,52.821
SSN2026000240,LOT0012,PNL00302,OLED_A,CFG_LOW,2026-03-29,EQP01,CH1,7,RCP_B,522.71,81.39,67.19,1.6522,459.85,1.0475,703.72,53.462
SSN2026000241,LOT0050,PNL00520,OLED_A,CFG_STD,2026-03-31,EQP04,CH1,4,RCP_A,491.02,80.42,61.24,1.5607,427.1,1.1126,687.01,51.219
SSN2026000242,LOT0009,PNL00319,OLED_A,CFG_LOW,2026-03-24,EQP03,CH4,4,RCP_A,503.83,86.64,58.66,1.4689,436.49,0.9563,716.67,49.735
SSN2026000243,LOT0056,PNL00017,OLED_C,CFG_STD,2026-03-28,EQP04,CH2,9,RCP_B,508.73,82.16,55.64,1.425,396.94,0.952,720.54,52.138
SSN2026000244,LOT0054,PNL00148,OLED_B,CFG_STD,2026-03-09,EQP01,CH1,6,RCP_A,496.78,86.65,52.43,1.3345,450.32,1.0719,724.42,52.408
SSN2026000245,LOT0008,PNL00685,OLED_B,CFG_STD,2026-01-29,EQP03,CH1,2,RCP_A,497.96,72.04,90.23,1.8832,465.88,0.9661,649.35,53.842
SSN2026000246,LOT0065,PNL00691,OLED_B,CFG_STD,2026-02-11,EQP02,CH2,9,RCP_C,517.79,81.91,64.39,1.6474,423.62,0.9817,785.79,50.21
SSN2026000247,LOT0036,PNL00264,OLED_B,CFG_HIGH,2026-02-04,EQP05,CH3,2,RCP_C,490.42,71.27,67.44,1.6308,522.89,0.8815,737.18,50.231
SSN2026000248,LOT0067,PNL00563,OLED_B,CFG_LOW,2026-02-15,EQP02,CH4,12,RCP_B,522.06,85.09,62.18,1.519,482.73,1.0533,705.25,52.937
SSN2026000249,LOT0004,PNL00503,OLED_A,CFG_STD,2026-03-04,EQP05,CH1,6,RCP_A,510.03,66.97,45.47,1.5211,392.25,1.1533,692.76,50.726
SSN2026000250,LOT0016,PNL00651,OLED_B,CFG_LOW,2026-01-22,EQP05,CH1,5,RCP_C,,84.79,53.15,1.3722,392.97,0.9477,733.7,50.646
SSN2026000251,LOT0042,PNL00621,OLED_A,CFG_STD,2026-01-02,EQP03,CH2,1,RCP_A,513.31,70.25,62.56,1.3626,420.56,1.1117,721.89,53.883
SSN2026000252,LOT0016,PNL00440,OLED_C,CFG_STD,2026-02-24,EQP01,CH2,3,RCP_A,482.38,78.93,57.97,1.4493,510.06,1.0252,712.21,48.895
SSN2026000253,LOT0029,PNL00276,OLED_C,CFG_STD,2026-03-31,EQP02,CH2,12,RCP_A,515.05,89.16,56.93,1.6791,486.18,0.8888,721.0,55.407
SSN2026000254,LOT0057,PNL00439,OLED_A,CFG_STD,2026-03-19,EQP01,CH4,7,RCP_C,491.88,83.82,53.93,1.5709,511.83,0.9584,707.29,50.336
SSN2026000255,LOT0013,PNL00224,OLED_B,CFG_HIGH,2026-01-01,EQP04,CH3,11,RCP_C,500.13,68.83,65.21,1.3536,455.36,0.9535,719.64,53.147
SSN2026000256,LOT0058,PNL00244,OLED_A,CFG_STD,2026-02-23,EQP04,CH2,12,RCP_B,492.29,76.62,62.51,1.5622,447.67,1.0047,727.43,51.293
SSN2026000257,LOT0009,PNL00426,OLED_C,CFG_STD,2026-02-17,EQP02,CH4,1,RCP_A,506.96,69.99,62.76,1.6099,411.34,1.0636,718.24,52.016
SSN2026000258,LOT0015,PNL00400,OLED_C,CFG_STD,2026-02-08,EQP04,CH1,5,RCP_B,527.83,68.44,56.52,1.5315,467.24,1.1779,716.98,51.001
SSN2026000259,LOT0050,PNL00407,OLED_C,CFG_STD,2026-03-02,EQP03,CH4,11,RCP_A,492.09,82.94,60.97,1.5296,448.13,0.9155,743.43,53.127
SSN2026000260,LOT0068,PNL00269,OLED_A,CFG_STD,2026-02-08,EQP05,CH2,6,RCP_C,490.29,86.48,52.64,1.5182,446.79,0.9912,671.67,50.84
SSN2026000261,LOT0015,PNL00286,OLED_A,CFG_HIGH,2026-03-24,EQP01,CH2,7,RCP_A,512.27,85.52,59.29,1.5669,511.63,0.9583,690.85,50.411
SSN2026000262,LOT0026,PNL00008,OLED_A,CFG_STD,2026-03-23,EQP01,CH4,7,RCP_A,512.67,86.82,46.1,1.5505,450.58,0.9286,710.64,54.945
SSN2026000263,LOT0079,PNL00421,OLED_A,CFG_STD,2026-02-27,EQP05,CH2,9,RCP_B,474.05,81.9,51.38,1.5216,501.58,1.0376,692.48,51.556
SSN2026000264,LOT0085,PNL00403,OLED_A,CFG_STD,2026-02-11,EQP02,CH2,12,RCP_A,537.25,79.81,58.23,1.4539,399.42,1.0301,700.5,50.216
SSN2026000265,LOT0050,PNL00654,OLED_A,CFG_STD,2026-02-23,EQP05,CH2,11,RCP_C,508.46,73.42,73.06,1.334,549.08,0.8849,740.91,48.668
SSN2026000266,LOT0038,PNL00353,OLED_C,CFG_STD,2026-03-23,EQP05,CH3,8,RCP_A,516.15,78.48,50.1,1.3326,441.94,1.0315,706.42,55.045
SSN2026000267,LOT0030,PNL00327,OLED_A,CFG_HIGH,2026-01-28,EQP01,CH3,7,RCP_C,497.7,71.43,53.16,1.4562,479.75,0.9336,666.1,50.451
SSN2026000268,LOT0053,PNL00048,OLED_A,CFG_LOW,2026-03-20,EQP03,CH1,5,RCP_A,475.31,75.24,61.19,1.618,485.32,1.0309,699.84,55.417
SSN2026000269,LOT0051,PNL00138,OLED_C,CFG_STD,2026-02-23,EQP04,CH3,2,RCP_A,515.8,82.71,69.73,1.3544,437.59,1.1316,711.39,52.258
SSN2026000270,LOT0026,PNL00237,OLED_B,CFG_LOW,2026-01-06,EQP01,CH3,9,RCP_A,495.96,81.06,61.11,1.5528,483.67,1.067,710.95,51.771
SSN2026000271,LOT0002,PNL00264,OLED_B,CFG_HIGH,2026-03-09,EQP05,CH2,1,RCP_A,513.7,106.52,63.86,1.6142,485.49,1.0442,723.34,51.823
SSN2026000272,LOT0013,PNL00254,OLED_B,CFG_HIGH,2026-01-19,EQP01,CH1,9,RCP_B,509.5,71.23,58.14,1.3796,430.04,0.9877,721.39,55.71
SSN2026000273,LOT0082,PNL00276,OLED_C,CFG_HIGH,2026-02-16,EQP01,CH2,6,RCP_A,508.81,81.0,57.19,1.4875,430.45,1.0353,706.67,47.335
SSN2026000274,LOT0036,PNL00538,OLED_B,CFG_HIGH,2026-03-27,EQP03,CH1,10,RCP_A,492.6,70.61,60.45,1.7175,456.59,1.0751,681.37,51.907
SSN2026000275,LOT0041,PNL00092,OLED_B,CFG_HIGH,2026-03-12,EQP02,CH1,12,RCP_B,526.83,78.9,56.38,,450.96,1.0671,699.41,50.996
SSN2026000276,LOT0040,PNL00233,OLED_B,CFG_STD,2026-03-04,EQP04,CH2,7,RCP_A,485.99,79.22,63.98,1.2955,503.76,1.0221,695.05,51.095
SSN2026000277,LOT0067,PNL00114,OLED_A,CFG_STD,2026-01-07,EQP02,CH1,7,RCP_B,548.93,88.76,51.17,1.679,479.59,1.0474,703.16,51.784
SSN2026000278,LOT0006,PNL00216,OLED_A,CFG_STD,2026-03-19,EQP02,CH2,6,RCP_B,548.81,78.4,64.89,1.5103,452.54,0.9247,726.59,50.994
SSN2026000279,LOT0008,PNL00479,OLED_B,CFG_STD,2026-01-31,EQP05,,5,RCP_A,531.12,80.47,60.22,1.603,476.21,0.9713,719.7,51.857
SSN2026000280,LOT0024,PNL00033,OLED_A,CFG_HIGH,2026-01-05,EQP01,CH2,2,RCP_B,533.41,78.56,58.82,1.5172,383.37,1.0866,729.78,51.455
SSN2026000281,LOT0042,PNL00238,OLED_B,CFG_STD,2026-03-28,EQP03,CH4,1,RCP_A,503.65,70.79,50.96,1.5136,433.46,1.0974,700.78,49.004
SSN2026000282,LOT0058,PNL00017,OLED_A,CFG_STD,2026-01-18,EQP01,CH4,9,RCP_A,523.66,76.78,54.61,1.4555,465.07,1.0375,746.2,52.225
SSN2026000283,LOT0042,PNL00668,OLED_A,CFG_STD,2026-01-30,EQP01,CH3,11,RCP_A,503.46,78.94,66.59,1.5204,494.04,1.1483,726.15,52.861
SSN2026000284,LOT0038,PNL00509,OLED_A,CFG_STD,2026-01-13,EQP02,CH4,1,RCP_C,475.14,82.59,58.85,1.4019,461.99,1.0706,712.69,50.47
SSN2026000285,LOT0080,PNL00171,OLED_C,CFG_HIGH,2026-02-25,EQP02,CH4,4,RCP_B,537.05,86.47,61.53,1.5732,506.04,1.0113,724.48,55.049
SSN2026000286,LOT0014,PNL00139,OLED_A,CFG_HIGH,2026-03-20,EQP03,CH2,8,RCP_B,531.06,80.12,55.16,1.4589,485.38,0.9324,693.78,54.038
SSN2026000287,LOT0049,PNL00070,OLED_B,CFG_STD,2026-02-16,EQP03,CH3,9,RCP_C,499.5,79.98,59.84,1.5289,437.91,1.1451,659.39,53.104
SSN2026000288,LOT0047,PNL00331,OLED_C,CFG_STD,2026-03-20,EQP01,CH1,9,RCP_A,485.4,68.23,52.45,1.541,450.1,1.0916,695.44,53.08
SSN2026000289,LOT0041,PNL00527,OLED_A,CFG_STD,2026-03-26,EQP01,CH3,9,RCP_C,490.62,86.32,60.55,1.276,469.29,1.1739,727.94,51.557
SSN2026000290,LOT0069,PNL00409,OLED_B,CFG_STD,2026-03-20,EQP01,CH2,2,RCP_B,483.86,76.43,62.04,1.7191,439.3,1.2033,711.93,53.669
SSN2026000291,LOT0023,PNL00616,OLED_A,CFG_HIGH,2026-01-15,EQP04,CH1,4,RCP_C,515.12,87.98,61.76,1.4488,508.6,0.927,706.72,54.484
SSN2026000292,LOT0082,PNL00241,OLED_A,CFG_STD,2026-01-19,EQP05,CH2,6,RCP_C,474.35,92.53,55.03,1.4894,416.19,0.9273,689.65,53.035
SSN2026000293,LOT0029,PNL00195,OLED_B,CFG_STD,2026-01-27,EQP01,CH4,1,RCP_C,504.59,80.5,58.12,1.5617,466.06,0.8009,663.06,50.416
SSN2026000294,LOT0047,PNL00335,OLED_C,CFG_STD,2026-02-27,EQP01,CH2,5,RCP_A,491.5,73.81,62.95,1.5594,480.74,1.1035,744.2,51.425
SSN2026000295,LOT0045,PNL00142,OLED_A,CFG_LOW,2026-03-19,EQP04,CH1,5,RCP_B,490.17,81.87,58.84,1.7398,444.03,1.0825,705.01,52.59
SSN2026000296,LOT0073,PNL00682,OLED_B,CFG_HIGH,2026-01-29,EQP04,CH1,12,RCP_C,503.81,84.79,58.42,1.4348,436.14,1.0378,699.69,53.092
SSN2026000297,LOT0038,PNL00130,OLED_A,CFG_STD,2026-03-01,EQP04,CH2,4,RCP_B,507.66,79.48,70.47,1.7241,452.34,0.9319,693.88,51.353
SSN2026000298,LOT0025,PNL00335,OLED_B,CFG_STD,2026-01-17,EQP01,CH4,12,RCP_A,518.41,77.49,54.77,1.5348,483.42,1.0229,740.11,50.423
SSN2026000299,LOT0002,PNL00365,OLED_B,CFG_STD,2026-02-18,EQP05,CH3,9,RCP_C,479.72,86.51,65.94,1.5309,437.51,1.0448,731.15,54.51
SSN2026000300,LOT0031,PNL00040,OLED_B,CFG_LOW,2026-03-12,EQP04,CH2,9,RCP_A,492.88,85.98,53.65,1.5684,417.59,1.0926,686.79,49.463
SSN2026000301,LOT0071,PNL00328,OLED_B,CFG_STD,2026-02-05,EQP01,CH1,10,RCP_B,474.8,79.23,63.6,1.7489,495.27,1.0518,737.95,49.711
