SSN,InspectDate,DPU,CD,THK,Taper,Brightness_Drift,Flicker_NG,Defect_Mode
SSN2026001341,2026-01-22,8.0,51.913,697.578,86.686,-0.1284,0,Particle
SSN2026001342,2026-02-12,3.0,52.637,734.991,85.051,0.5307,0,Normal
SSN2026001343,2026-03-20,1.0,53.96,725.757,85.834,0.0191,0,Normal
SSN2026001344,2026-02-17,2.0,53.423,665.459,86.521,-0.0544,0,Normal
SSN2026001345,2026-03-16,1.0,54.853,682.239,86.404,0.157,0,Normal
SSN2026001346,2026-01-16,0.0,58.314,681.349,86.869,-0.018,0,Normal
SSN2026001347,2026-02-10,0.0,55.906,668.794,84.785,0.0408,0,Normal
SSN2026001348,2026-02-11,0.0,51.758,721.003,86.652,-0.1093,0,
SSN2026001349,2026-01-13,3.0,57.989,763.587,85.65,-0.325,0,Normal
SSN2026001351,2026-01-29,3.0,55.503,714.96,87.803,-0.0971,1,Flicker
SSN2026001352,2026-02-18,0.0,55.167,756.828,86.795,0.4986,0,Normal
SSN2026001353,2026-01-20,2.0,53.888,708.802,86.658,0.0767,0,Normal
SSN2026001354,2026-01-27,0.0,53.497,701.858,83.478,0.539,0,Normal
SSN2026001355,2026-03-31,0.0,55.199,701.418,87.065,-0.0316,0,Normal
SSN2026001356,2026-01-16,3.0,58.581,725.668,85.788,0.2187,0,Normal
SSN2026001357,2026-03-19,3.0,52.149,729.407,86.241,-0.1555,0,Normal
SSN2026001358,2026-02-20,3.0,53.295,721.593,85.825,0.0662,0,Normal
SSN2026001359,2026-01-13,1.0,55.083,727.96,87.119,0.7786,0,Brightness
SSN2026001360,2026-02-10,4.0,52.902,715.364,83.761,-0.1767,0,Normal
SSN2026001361,2026-02-17,2.0,49.385,688.489,85.952,0.1399,0,Normal
SSN2026001362,2026-01-26,7.0,54.767,739.135,87.517,0.531,0,Normal
SSN2026001363,2026-01-26,0.0,59.979,677.347,86.403,0.7418,0,Brightness
SSN2026001364,2026-03-08,4.0,55.154,727.532,84.816,-0.036,0,Normal
SSN2026001365,2026-01-04,5.0,56.891,727.714,84.982,-0.0362,0,Normal
SSN2026001366,2026-03-30,1.0,49.366,683.001,87.048,-0.3037,0,Normal
SSN2026001367,2026-02-04,4.0,55.865,697.449,86.453,0.3241,0,Normal
SSN2026001368,2026-02-05,1.0,55.524,757.328,87.471,0.591,0,Brightness
SSN2026001369,2026-01-15,2.0,61.426,699.956,85.455,0.6781,1,Brightness
SSN2026001370,2026-03-24,4.0,55.993,686.076,86.951,-0.024,0,Normal
SSN2026001371,2026-01-25,10.0,54.268,738.803,84.461,0.7159,1,Brightness
SSN2026001372,2026-03-19,1.0,52.259,681.56,86.374,0.0884,0,Normal
SSN2026001373,2026-02-03,0.0,56.079,665.088,85.729,0.4364,0,Normal
SSN2026001374,2026-01-06,1.0,58.716,726.72,87.73,0.4867,1,Flicker
SSN2026001375,2026-02-07,1.0,55.344,691.63,87.263,-0.3126,0,Normal
SSN2026001376,2026-02-23,0.0,53.807,711.171,87.241,-0.1366,0,Normal
SSN2026001377,2026-02-18,1.0,55.419,693.225,87.55,0.298,0,Scratch
SSN2026001378,2026-04-06,1.0,56.499,725.304,86.701,0.0261,0,Normal
SSN2026001379,2026-02-21,2.0,51.658,713.983,86.187,0.0515,0,Normal
SSN2026001380,2026-03-15,4.0,56.832,644.008,85.327,-0.0394,0,Normal
SSN2026001381,2026-02-08,0.0,53.427,690.569,88.462,-0.0579,1,Flicker
SSN2026001382,2026-01-21,5.0,54.858,695.281,88.348,0.6031,0,Brightness
SSN2026001383,2026-02-15,2.0,53.08,745.174,86.495,0.0871,0,Normal
SSN2026001384,2026-02-24,3.0,56.141,719.257,84.772,0.0722,0,Normal
SSN2026001385,2026-02-12,3.0,60.103,733.196,83.65,0.0994,0,Normal
SSN2026001386,2026-03-17,5.0,50.488,699.595,85.243,,1,Flicker
SSN2026001387,2026-04-01,2.0,56.186,685.195,87.317,-0.1176,0,Normal
SSN2026001388,2026-01-15,2.0,57.485,705.216,86.859,-0.4744,1,Flicker
SSN2026001389,2026-01-13,7.0,56.519,686.307,87.042,-0.1399,0,Particle
SSN2026001390,2026-01-31,7.0,53.09,736.845,85.212,-0.2299,0,Particle
SSN2026001391,2026-02-23,2.0,50.73,699.56,84.74,-0.0354,0,Particle
SSN2026001392,2026-01-08,2.0,51.138,682.294,87.032,-0.2075,0,Normal
SSN2026001393,2026-01-24,2.0,54.969,688.717,85.979,0.1738,0,Normal
SSN2026001394,2026-02-07,2.0,56.335,727.632,86.431,0.6524,0,Brightness
SSN2026001395,2026-02-10,0.0,53.38,699.839,88.406,0.7196,0,Brightness
SSN2026001396,2026-03-23,0.0,53.136,700.067,86.119,0.1406,0,Scratch
SSN2026001397,2026-02-25,2.0,51.683,738.65,85.686,0.1795,0,Normal
SSN2026001398,2026-03-25,6.0,54.939,692.534,84.69,0.3752,0,Particle
SSN2026001399,2026-03-17,3.0,61.796,666.25,83.278,0.1627,0,Normal
SSN2026001400,2026-02-14,0.0,53.038,679.321,83.765,0.1448,1,Flicker
SSN2026001401,2026-03-30,7.0,52.883,720.503,86.351,-0.2054,0,Particle
SSN2026001402,2026-03-24,6.0,52.244,700.364,86.669,0.1268,0,Particle
SSN2026001403,2026-02-18,5.0,55.587,673.484,85.15,0.0248,0,Particle
SSN2026001404,2026-03-22,8.0,54.803,742.671,86.595,-0.1015,0,Particle
SSN2026001405,2026-01-26,3.0,,715.386,84.893,-0.0146,0,Normal
SSN2026001406,2026-01-22,0.0,52.518,722.168,85.712,0.5067,1,Flicker
SSN2026001407,2026-03-17,3.0,52.904,714.681,85.97,0.4141,0,Normal
SSN2026001408,2026-03-17,8.0,54.511,678.363,84.131,0.312,1,Flicker
SSN2026001409,2026-01-25,0.0,61.897,711.053,83.829,-0.0785,0,Normal
SSN2026001410,2026-03-14,5.0,55.929,728.427,86.824,0.4598,0,Particle
SSN2026001411,2026-02-21,0.0,55.278,744.615,84.166,0.0492,0,Normal
SSN2026001412,2026-02-25,2.0,53.324,734.403,85.935,-0.2403,0,Normal
SSN2026001413,2026-03-25,3.0,51.75,715.297,85.532,0.2289,0,Normal
SSN2026001414,2026-01-22,6.0,56.979,664.591,84.799,0.0827,0,Normal
SSN2026001415,2026-02-13,2.0,56.245,703.88,87.834,0.242,0,Normal
SSN2026001416,2026-02-02,5.0,53.939,687.83,85.014,-0.2129,0,Particle
SSN2026001417,2026-02-22,1.0,57.739,730.967,86.614,0.7546,1,Brightness
SSN2026001418,2026-01-22,2.0,54.584,724.254,85.03,0.1815,0,Normal
SSN2026001419,2026-01-18,6.0,56.601,683.788,85.011,0.2049,0,Particle
SSN2026001420,2026-03-07,1.0,55.587,706.763,87.622,0.0057,0,Normal
SSN2026001421,2026-01-13,2.0,57.094,716.116,86.358,-0.337,0,Normal
SSN2026001422,2026-02-11,6.0,52.673,731.775,88.238,-0.0105,0,Particle
SSN2026001423,2026-04-05,1.0,,673.455,85.612,0.3714,0,Normal
SSN2026001424,2026-04-03,0.0,56.859,660.699,83.382,0.0358,0,Normal
SSN2026001425,2026-01-19,3.0,54.577,704.632,86.267,-0.3081,0,Normal
SSN2026001426,2026-03-28,3.0,58.819,651.07,86.436,0.596,0,Brightness
SSN2026001427,2026-02-02,2.0,51.345,711.302,86.607,-0.1446,0,Normal
SSN2026001428,2026-01-19,2.0,56.21,722.91,85.28,0.1575,0,Normal
SSN2026001429,2026-02-19,2.0,55.268,748.121,86.62,0.2652,0,Normal
SSN2026001430,2026-02-20,7.0,52.367,694.484,87.379,0.8208,0,Brightness
SSN2026001431,2026-02-04,4.0,54.242,717.406,85.275,0.4221,0,Normal
SSN2026001432,2026-02-11,6.0,57.685,725.248,86.263,0.1231,0,Normal
SSN2026001433,2026-01-11,1.0,51.733,685.606,85.795,-0.2064,1,Flicker
SSN2026001434,2026-01-26,7.0,54.338,729.531,85.608,-0.2174,0,Particle
SSN2026001435,2026-01-19,3.0,55.032,709.065,86.978,-0.1907,0,Normal
SSN2026001436,2026-03-27,4.0,60.601,695.163,85.477,-0.0337,0,Normal
SSN2026001437,2026-02-18,5.0,53.981,705.209,86.101,-0.0133,0,Normal
SSN2026001438,2026-02-22,1.0,57.224,702.613,88.934,0.2126,1,Flicker
SSN2026001439,2026-02-14,1.0,56.509,730.047,85.673,0.4848,0,Normal
SSN2026001440,2026-03-27,4.0,54.689,696.409,86.736,0.4978,0,Normal
SSN2026001441,2026-03-14,1.0,56.54,714.058,84.777,0.7143,0,Brightness
SSN2026001442,2026-03-07,4.0,53.236,704.817,85.284,0.3168,0,Normal
SSN2026001443,2026-02-05,2.0,52.782,697.051,85.034,-0.061,0,Normal
SSN2026001444,2026-01-30,0.0,50.252,716.028,83.999,-0.1365,0,Normal
SSN2026001445,2026-03-27,8.0,55.674,687.137,85.665,0.2347,0,Normal
SSN2026001446,2026-03-27,6.0,55.483,733.658,87.77,0.0767,0,Particle
SSN2026001447,2026-01-29,4.0,54.221,718.116,87.362,-0.1956,0,Normal
SSN2026001448,2026-02-02,4.0,57.787,681.236,86.01,0.2022,0,Normal
SSN2026001449,2026-02-03,2.0,56.844,720.991,82.438,0.2515,0,Normal
SSN2026001450,2026-03-14,1.0,54.521,693.993,85.42,0.0133,0,Normal
SSN2026001451,2026-04-01,10.0,54.666,676.303,85.597,-0.1865,0,Particle
SSN2026001452,2026-03-28,1.0,54.641,700.547,86.381,-0.3177,1,Flicker
SSN2026001453,2026-03-20,0.0,60.196,703.912,85.13,0.4441,0,Normal
SSN2026001454,2026-02-05,5.0,55.631,713.269,86.886,0.5144,1,Normal
SSN2026001455,2026-02-03,2.0,57.084,713.472,84.551,0.3193,0,Normal
SSN2026001456,2026-03-23,3.0,60.32,735.776,85.14,0.3632,0,Normal
SSN2026001457,2026-02-08,5.0,55.339,678.186,86.104,0.7487,0,Brightness
SSN2026001458,2026-01-25,0.0,52.808,693.806,83.864,-0.1123,0,Normal
SSN2026001459,2026-03-19,2.0,53.969,749.939,87.269,0.3494,0,Normal
SSN2026001460,2026-02-16,6.0,53.936,659.592,85.705,0.387,0,Particle
SSN2026001461,2026-01-12,5.0,58.637,682.206,87.519,0.33,0,Normal
SSN2026001462,2026-03-29,4.0,53.793,685.453,85.104,-0.2188,0,Normal
SSN2026001463,2026-01-28,2.0,55.981,702.961,86.292,0.537,0,Particle
SSN2026001464,2026-02-02,1.0,54.233,709.9,86.867,0.7011,0,Brightness
SSN2026001465,2026-02-24,7.0,55.555,,86.853,-0.3976,0,Particle
SSN2026001466,2026-02-01,0.0,51.279,718.055,86.045,0.0024,1,Flicker
SSN2026001467,2026-03-20,3.0,60.234,677.328,87.308,-0.2444,0,Normal
SSN2026001468,2026-03-07,4.0,53.278,693.643,85.686,0.2873,1,Normal
SSN2026001469,2026-02-22,2.0,58.154,,84.573,0.256,0,Normal
SSN2026001470,2026-01-21,3.0,54.009,732.876,86.126,0.1107,0,Normal
SSN2026001471,2026-02-20,3.0,53.422,775.22,85.84,0.453,0,Normal
SSN2026001472,2026-01-26,3.0,55.143,715.676,86.882,0.3612,0,Normal
SSN2026001473,2026-04-03,6.0,56.481,676.438,85.345,0.1386,0,Particle
SSN2026001474,2026-03-20,0.0,55.908,701.981,85.862,-0.2541,0,Normal
SSN2026001475,2026-01-15,4.0,57.703,718.063,86.802,0.4194,0,Normal
SSN2026001476,2026-02-23,0.0,60.624,687.579,84.869,0.3034,1,Flicker
SSN2026001477,2026-03-19,5.0,56.562,722.844,87.049,-0.2029,0,Normal
SSN2026001478,2026-02-23,0.0,58.311,656.831,87.777,-0.427,0,Normal
SSN2026001479,2026-01-16,1.0,54.098,720.157,88.639,0.5546,0,Brightness
SSN2026001480,2026-01-17,6.0,59.721,695.441,87.268,0.2788,0,Particle
SSN2026001481,2026-03-09,3.0,55.691,719.228,84.327,-0.0123,0,Normal
SSN2026001482,2026-02-18,4.0,53.466,747.373,85.735,0.1612,0,Normal
SSN2026001483,2026-02-24,10.0,56.888,672.609,85.134,0.2608,1,Flicker
SSN2026001484,2026-01-29,1.0,57.434,714.733,84.414,-0.1642,0,Normal
SSN2026001485,2026-01-31,6.0,54.733,721.235,86.151,0.1463,0,Particle
SSN2026001486,2026-02-12,1.0,55.822,719.992,86.805,-0.2002,0,Normal
SSN2026001487,2026-02-20,7.0,57.804,679.635,85.781,0.0869,0,Normal
SSN2026001488,2026-02-19,4.0,55.086,748.522,85.466,0.1714,0,Normal
SSN2026001489,2026-03-22,11.0,47.639,703.329,86.715,-0.1011,0,Particle
SSN2026001490,2026-01-19,7.0,58.93,687.631,87.678,0.4728,1,Flicker
SSN2026001491,2026-02-17,0.0,55.605,697.79,84.269,0.6888,0,Brightness
SSN2026001492,2026-01-27,2.0,52.817,697.969,83.657,0.2584,0,Normal
SSN2026001493,2026-01-07,6.0,53.633,678.064,88.149,-0.0743,0,Particle
SSN2026001494,2026-02-12,1.0,54.531,721.772,86.115,0.3483,1,Flicker
SSN2026001495,2026-01-08,6.0,54.118,703.18,85.122,0.3146,0,Particle
SSN2026001496,2026-02-05,0.0,54.242,724.447,86.277,0.0312,1,Flicker
SSN2026001497,2026-03-05,2.0,53.168,712.558,84.257,0.1424,1,Flicker
SSN2026001498,2026-02-06,7.0,56.895,749.498,82.703,0.1453,1,Flicker
SSN2026001499,2026-03-05,2.0,60.864,710.999,87.473,-0.2259,0,Normal
SSN_YONLY_0000,2026-03-18,1.0,53.933,740.0,84.884,-0.1408,1,Normal
SSN_YONLY_0001,2026-02-23,2.0,51.959,699.318,85.866,0.0465,0,Normal
SSN_YONLY_0002,2026-01-12,,55.191,659.84,85.663,0.5062,0,Normal
SSN_YONLY_0003,2026-02-14,2.0,56.294,711.52,85.6,0.0038,0,Flicker
SSN_YONLY_0004,2026-02-05,5.0,56.076,705.929,87.093,-0.0516,0,Normal
SSN_YONLY_0005,2026-01-12,1.0,52.616,752.73,85.254,0.2348,0,Normal
SSN_YONLY_0006,2026-01-08,4.0,53.971,713.607,86.453,0.4685,0,Normal
SSN_YONLY_0007,2026-04-01,1.0,52.712,723.029,85.158,-0.1701,0,Normal
SSN_YONLY_0008,2026-03-18,,61.302,699.758,88.032,0.0554,0,Flicker
